user_id,daily_mean,daily_std,daily_median
180011453250192,367.085780669145,292.20118600486245,293.74
180014262259255,137.12263940520447,304.365147538649,79.05
180017442990269,129.6677695167286,227.45529502899882,79.64500000000001
180018375329178,240.6810780669145,252.66174186707585,185.29
180031190491743,438.7326765799256,444.3818646607639,325.135
180036456789979,278.35033457249074,324.1002489377734,200.49
180038493344495,12.449163568773235,253.11866212815798,0.0
180040027502291,52.67382899628253,95.43584031872557,5.58
180040131978916,15.36399628252788,261.4781132424979,0.0
180042946491150,221.06992565055762,296.18303158750797,148.345
180046165512893,121.76408921933086,151.10963787669138,84.77000000000001
180046617132290,126.50806691449813,176.54617878280789,82.775
180046765320457,127.99940520446096,173.71867891326465,79.76500000000001
180047222886866,55.79834572490706,143.75945296699612,6.965
180048185037117,509.33063197026024,451.0983167759662,381.825
180049032966888,358.10027881040895,297.37547476096194,291.405
180056173248083,110.04618959107806,244.5285986880245,66.265
180058696935600,73.15594795539033,275.9150010769706,6.015000000000001
180064817343047,175.80708178438664,255.77333486609947,126.47
180065479077096,195.8550743494424,286.71111963221455,122.935
180067151859700,257.04687732342006,316.4051589467336,170.13
180067784565096,245.49087360594794,299.74376143896916,169.42
180068353086472,89.19427509293679,198.19428116364136,23.025
180069253480336,128.8775092936803,205.16488587843014,77.13499999999999
180072527505094,183.36918215613383,256.13756055283903,124.98
180081032825079,119.07475836431227,179.47097016579212,69.82
180084576295055,177.00529739776954,323.095470396435,110.11
180084695172649,87.21282527881041,184.08620199060297,8.195
180094419304907,507.1866542750929,432.46601452801593,406.45500000000004
180094608895855,71.74275092936803,235.2495759657089,9.02
180097223252063,5.954888475836431,102.53563360844241,0.0
213102873001603,187.19314126394053,334.60282302811237,122.185
213107169859697,90.44187732342009,175.57220621383416,17.93
213112402583773,333.39845724907065,569.6843496035997,230.22500000000002
213113028819344,129.48652416356876,294.8058868929544,81.24000000000001
213113338379864,69.36297397769516,153.18082542146087,9.035
213114122496591,118.0131970260223,161.62504352602022,70.77
213120463918358,117.12050185873606,150.4987273662266,75.83500000000001
213124978348176,170.1013940520446,228.8512145618479,116.64
213125815021702,175.30384758364312,253.01450977940283,122.30000000000001
213126662687660,182.302843866171,312.4047590909878,111.63499999999999
213136802746375,61.182397769516726,219.83321516751744,4.995
213141712584544,504.9463754646841,443.1486512113639,408.855
213148039875802,260.0688661710037,482.39811736573415,172.20999999999998
213153151785052,134.55914498141263,212.51439872351452,78.17500000000001
213154573301411,200.89691449814126,314.4310608957253,140.53500000000003
213155997615567,193.76986988847585,309.2969107956459,140.16
213156747557083,310.6918215613383,444.94875162145075,198.91500000000002
213157767990030,446.134219330855,456.21118389291996,337.22999999999996
213161231269724,186.3278066914498,260.8354842722049,128.62
213161293389774,178.551375464684,260.4122495251712,108.94999999999999
213161869125933,173.1371003717472,234.23533670919736,117.7
213163860545705,181.98295539033458,238.5307297795479,125.55000000000001
213173753804333,192.64810408921934,321.45720316693365,117.915
213174467670432,181.68866171003717,310.18013302370053,116.405
213175487106448,179.10626394052045,276.4291439223906,116.53
213178765398315,221.5196096654275,387.41995916263215,141.155
213178850083780,273.47096654275094,270.8402820834894,202.41
